"","SP500","DowJones","Nasdaq","FTSE100"
"2025-02-12",6051.97021484375,44368.55859375,19649.94921875,8807.400390625
"2025-02-13",6115.06982421875,44711.4296875,19945.640625,8764.7001953125
"2025-02-14",6114.6298828125,44546.078125,20026.76953125,8732.5
"2025-02-17",NA,NA,NA,8768
"2025-02-18",6129.580078125,44556.33984375,20041.259765625,8766.7001953125
"2025-02-19",6144.14990234375,44627.58984375,20056.25,8712.5
"2025-02-20",6117.52001953125,44176.6484375,19962.359375,8663
"2025-02-21",6013.1298828125,43428.01953125,19524.009765625,8659.400390625
"2025-02-24",5983.25,43461.2109375,19286.9296875,8659
"2025-02-25",5955.25,43621.16015625,19026.390625,8668.7001953125
"2025-02-26",5956.06005859375,43433.12109375,19075.259765625,8731.5
"2025-02-27",5861.56982421875,43239.5,18544.419921875,8756.2001953125
"2025-02-28",5954.5,43840.91015625,18847.279296875,8809.7001953125
"2025-03-03",5849.72021484375,43191.23828125,18350.189453125,8871.2998046875
"2025-03-04",5778.14990234375,42520.98828125,18285.16015625,8759
"2025-03-05",5842.6298828125,43006.58984375,18552.73046875,8755.7998046875
"2025-03-06",5738.52001953125,42579.078125,18069.259765625,8682.7998046875
"2025-03-07",5770.2001953125,42801.71875,18196.220703125,8679.900390625
"2025-03-10",5614.56005859375,41911.7109375,17468.3203125,8600.2001953125
"2025-03-11",5572.06982421875,41433.48046875,17436.099609375,8496
"2025-03-12",5599.2998046875,41350.9296875,17648.44921875,8541
"2025-03-13",5521.52001953125,40813.5703125,17303.009765625,8542.599609375
"2025-03-14",5638.93994140625,41488.19140625,17754.08984375,8632.2998046875
"2025-03-17",5675.1201171875,41841.62890625,17808.66015625,8680.2998046875
"2025-03-18",5614.66015625,41581.30859375,17504.119140625,8705.2001953125
"2025-03-19",5675.2900390625,41964.62890625,17750.7890625,8706.7001953125
"2025-03-20",5662.89013671875,41953.3203125,17691.630859375,8702
"2025-03-21",5667.56005859375,41985.3515625,17784.05078125,8646.7998046875
"2025-03-24",5767.56982421875,42583.3203125,18188.58984375,8638
"2025-03-25",5776.64990234375,42587.5,18271.859375,8663.7998046875
"2025-03-26",5712.2001953125,42454.7890625,17899.01953125,8689.599609375
"2025-03-27",5693.31005859375,42299.69921875,17804.029296875,8666.099609375
"2025-03-28",5580.93994140625,41583.8984375,17322.990234375,8658.900390625
"2025-03-31",5611.85009765625,42001.76171875,17299.2890625,8582.7998046875
"2025-04-01",5633.06982421875,41989.9609375,17449.890625,8634.7998046875
"2025-04-02",5670.97021484375,42225.3203125,17601.05078125,8608.5
"2025-04-03",5396.52001953125,40545.9296875,16550.609375,8474.7001953125
"2025-04-04",5074.080078125,38314.859375,15587.7900390625,8055
"2025-04-07",5062.25,37965.6015625,15603.259765625,7702.10009765625
"2025-04-08",4982.77001953125,37645.58984375,15267.91015625,7910.5
"2025-04-09",5456.89990234375,40608.44921875,17124.970703125,7679.5
"2025-04-10",5268.0498046875,39593.66015625,16387.310546875,7913.2998046875
"2025-04-11",5363.35986328125,40212.7109375,16724.4609375,7964.2001953125
"2025-04-14",5405.97021484375,40524.7890625,16831.48046875,8134.2998046875
"2025-04-15",5396.6298828125,40368.9609375,16823.169921875,8249.099609375
"2025-04-16",5275.7001953125,39669.390625,16307.16015625,8275.599609375
"2025-04-17",5282.7001953125,39142.23046875,16286.4501953125,8275.7001953125
"2025-04-21",5158.2001953125,38170.41015625,15870.900390625,NA
"2025-04-22",5287.759765625,39186.98046875,16300.419921875,8328.599609375
"2025-04-23",5375.85986328125,39606.5703125,16708.05078125,8403.2001953125
"2025-04-24",5484.77001953125,40093.3984375,17166.0390625,8407.400390625
"2025-04-25",5525.2099609375,40113.5,17382.939453125,8415.2998046875
"2025-04-28",5528.75,40227.58984375,17366.130859375,8417.2998046875
"2025-04-29",5560.830078125,40527.62109375,17461.3203125,8463.5
"2025-04-30",5569.06005859375,40669.359375,17446.33984375,8494.900390625
"2025-05-01",5604.14013671875,40752.9609375,17710.740234375,8496.7998046875
"2025-05-02",5686.669921875,41317.4296875,17977.73046875,8596.400390625
"2025-05-05",5650.3798828125,41218.828125,17844.240234375,NA
"2025-05-06",5606.91015625,40829,17689.66015625,8597.400390625
"2025-05-07",5631.27978515625,41113.96875,17738.16015625,8559.2998046875
"2025-05-08",5663.93994140625,41368.44921875,17928.140625,8531.599609375
"2025-05-09",5659.91015625,41249.37890625,17928.919921875,8554.7998046875
"2025-05-12",5844.18994140625,42410.1015625,18708.33984375,8605
"2025-05-13",5886.5498046875,42140.4296875,19010.08984375,8602.900390625
"2025-05-14",5892.580078125,42051.05859375,19146.810546875,8585
"2025-05-15",5916.93017578125,42322.75,19112.3203125,8633.7998046875
"2025-05-16",5958.3798828125,42654.73828125,19211.099609375,8684.599609375
"2025-05-19",5963.60009765625,42792.0703125,19215.4609375,8699.2998046875
"2025-05-20",5940.4599609375,42677.23828125,19142.7109375,8781.099609375
"2025-05-21",5844.60986328125,41860.44140625,18872.640625,8786.5
"2025-05-22",5842.009765625,41859.08984375,18925.740234375,8739.2998046875
"2025-05-23",5802.81982421875,41603.0703125,18737.2109375,8718
"2025-05-27",5921.5400390625,42343.6484375,19199.16015625,8778.099609375
"2025-05-28",5888.5498046875,42098.69921875,19100.939453125,8726
"2025-05-29",5912.169921875,42215.73046875,19175.869140625,8716.5
"2025-05-30",5911.68994140625,42270.0703125,19113.76953125,8772.400390625
"2025-06-02",5935.93994140625,42305.48046875,19242.609375,8774.2998046875
"2025-06-03",5970.3701171875,42519.640625,19398.9609375,8787
"2025-06-04",5970.81005859375,42427.73828125,19460.490234375,8801.2998046875
"2025-06-05",5939.2998046875,42319.73828125,19298.44921875,8811
"2025-06-06",6000.35986328125,42762.87109375,19529.94921875,8837.900390625
"2025-06-09",6005.8798828125,42761.76171875,19591.240234375,8832.2998046875
"2025-06-10",6038.81005859375,42866.87109375,19714.990234375,8853.099609375
"2025-06-11",6022.240234375,42865.76953125,19615.880859375,8864.400390625
"2025-06-12",6045.259765625,42967.62109375,19662.490234375,8884.900390625
"2025-06-13",5976.97021484375,42197.7890625,19406.830078125,8850.599609375
"2025-06-16",6033.10986328125,42515.08984375,19701.2109375,8875.2001953125
"2025-06-17",5982.72021484375,42215.80078125,19521.08984375,8834
"2025-06-18",5980.8701171875,42171.66015625,19546.26953125,8843.5
"2025-06-19",NA,NA,NA,8791.7998046875
"2025-06-20",5967.83984375,42206.8203125,19447.41015625,8774.7001953125
"2025-06-23",6025.169921875,42581.78125,19630.970703125,8758
"2025-06-24",6092.18017578125,43089.01953125,19912.529296875,8759
"2025-06-25",6092.16015625,42982.4296875,19973.55078125,8718.7998046875
"2025-06-26",6141.02001953125,43386.83984375,20167.91015625,8735.599609375
"2025-06-27",6173.06982421875,43819.26953125,20273.4609375,8798.900390625
"2025-06-30",6204.9501953125,44094.76953125,20369.73046875,8761
"2025-07-01",6198.009765625,44494.94140625,20202.890625,8785.2998046875
"2025-07-02",6227.419921875,44484.421875,20393.130859375,8774.7001953125
"2025-07-03",6279.35009765625,44828.53125,20601.099609375,8823.2001953125
"2025-07-04",NA,NA,NA,8822.900390625
"2025-07-07",6229.97998046875,44406.359375,20412.51953125,8806.5
"2025-07-08",6225.52001953125,44240.76171875,20418.4609375,8854.2001953125
"2025-07-09",6263.259765625,44458.30078125,20611.33984375,8867
"2025-07-10",6280.4599609375,44650.640625,20630.66015625,8975.7001953125
"2025-07-11",6259.75,44371.51171875,20585.529296875,8941.099609375
"2025-07-14",6268.56005859375,44459.6484375,20640.330078125,8998.099609375
"2025-07-15",6243.759765625,44023.2890625,20677.80078125,8938.2998046875
"2025-07-16",6263.7001953125,44254.78125,20730.490234375,8926.599609375
"2025-07-17",6297.35986328125,44484.48828125,20885.650390625,8972.599609375
"2025-07-18",6296.7900390625,44342.19140625,20895.650390625,8992.099609375
"2025-07-21",6305.60009765625,44323.0703125,20974.1796875,9013
"2025-07-22",6309.6201171875,44502.44140625,20892.689453125,9023.7998046875
"2025-07-23",6358.91015625,45010.2890625,21020.01953125,9061.5
"2025-07-24",6363.35009765625,44693.91015625,21057.9609375,9138.400390625
"2025-07-25",6388.64013671875,44901.921875,21108.3203125,9120.2998046875
"2025-07-28",6389.77001953125,44837.55859375,21178.580078125,9081.400390625
"2025-07-29",6370.85986328125,44632.98828125,21098.2890625,9136.2998046875
"2025-07-30",6362.89990234375,44461.28125,21129.669921875,9136.900390625
"2025-07-31",6339.39013671875,44130.98046875,21122.44921875,9132.7998046875
"2025-08-01",6238.009765625,43588.578125,20650.130859375,9068.599609375
"2025-08-04",6329.93994140625,44173.640625,21053.580078125,9128.2998046875
"2025-08-05",6299.18994140625,44111.73828125,20916.55078125,9142.7001953125
"2025-08-06",6345.06005859375,44193.12109375,21169.419921875,9164.2998046875
"2025-08-07",6340,43968.640625,21242.69921875,9100.7998046875
"2025-08-08",6389.4501953125,44175.609375,21450.01953125,9095.7001953125
"2025-08-11",6373.4501953125,43975.08984375,21385.400390625,9129.7001953125
"2025-08-12",6445.759765625,44458.609375,21681.900390625,9147.7998046875
"2025-08-13",6466.580078125,44922.26953125,21713.140625,9165.2001953125
"2025-08-14",6468.5400390625,44911.26171875,21710.669921875,9177.2001953125
"2025-08-15",6449.7998046875,44946.12109375,21622.98046875,9138.900390625
"2025-08-18",6449.14990234375,44911.8203125,21629.76953125,9157.7001953125
"2025-08-19",6411.3701171875,44922.26953125,21314.94921875,9189.2001953125
"2025-08-20",6395.77978515625,44938.30859375,21172.859375,9288.099609375
"2025-08-21",6370.169921875,44785.5,21100.310546875,9309.2001953125
"2025-08-22",6466.91015625,45631.73828125,21496.5390625,9321.400390625
"2025-08-25",6439.31982421875,45282.46875,21449.2890625,NA
"2025-08-26",6465.93994140625,45418.0703125,21544.26953125,9265.7998046875
"2025-08-27",6481.39990234375,45565.23046875,21590.140625,9255.5
"2025-08-28",6501.85986328125,45636.8984375,21705.16015625,9216.7998046875
"2025-08-29",6460.259765625,45544.87890625,21455.55078125,9187.2998046875
"2025-09-01",NA,NA,NA,9196.2998046875
"2025-09-02",6415.5400390625,45295.80859375,21279.630859375,9116.7001953125
"2025-09-03",6448.259765625,45271.23046875,21497.73046875,9178
"2025-09-04",6502.080078125,45621.2890625,21707.689453125,9216.900390625
"2025-09-05",6481.5,45400.859375,21700.390625,9208.2001953125
"2025-09-08",6495.14990234375,45514.94921875,21798.69921875,9221.400390625
"2025-09-09",6512.60986328125,45711.33984375,21879.490234375,9242.5
"2025-09-10",6532.0400390625,45490.921875,21886.060546875,9225.400390625
"2025-09-11",6587.47021484375,46108,22043.0703125,9297.599609375
"2025-09-12",6584.2900390625,45834.21875,22141.099609375,9283.2998046875
"2025-09-15",6615.27978515625,45883.44921875,22348.75,9277
"2025-09-16",6606.759765625,45757.8984375,22333.9609375,9195.7001953125
"2025-09-17",6600.35009765625,46018.3203125,22261.330078125,9208.400390625
"2025-09-18",6631.9599609375,46142.421875,22470.720703125,9228.099609375
"2025-09-19",6664.35986328125,46315.26953125,22631.48046875,9216.7001953125
"2025-09-22",6693.75,46381.5390625,22788.98046875,9226.7001953125
"2025-09-23",6656.919921875,46292.78125,22573.470703125,9223.2998046875
"2025-09-24",6637.97021484375,46121.28125,22497.859375,9250.400390625
"2025-09-25",6604.72021484375,45947.3203125,22384.69921875,9214
"2025-09-26",6643.7001953125,46247.2890625,22484.0703125,9284.7998046875
"2025-09-29",6661.2099609375,46316.0703125,22591.150390625,9299.7998046875
"2025-09-30",6688.4599609375,46397.890625,22660.009765625,9350.400390625
"2025-10-01",6711.2001953125,46441.1015625,22755.16015625,9446.400390625
"2025-10-02",6715.35009765625,46519.71875,22844.05078125,9427.7001953125
"2025-10-03",6715.7900390625,46758.28125,22780.509765625,9491.2998046875
"2025-10-06",6740.27978515625,46694.96875,22941.669921875,9479.099609375
"2025-10-07",6714.58984375,46602.98046875,22788.359375,9483.599609375
"2025-10-08",6753.72021484375,46601.78125,23043.380859375,9548.900390625
"2025-10-09",6735.10986328125,46358.421875,23024.630859375,9509.400390625
"2025-10-10",6552.509765625,45479.6015625,22204.4296875,9427.5
"2025-10-13",6654.72021484375,46067.578125,22694.609375,9442.900390625
"2025-10-14",6644.31005859375,46270.4609375,22521.69921875,9452.7998046875
"2025-10-15",6671.06005859375,46253.30859375,22670.080078125,9424.7998046875
"2025-10-16",6629.06982421875,45952.23828125,22562.5390625,9436.099609375
"2025-10-17",6664.009765625,46190.609375,22679.970703125,9354.599609375
"2025-10-20",6735.1298828125,46706.578125,22990.5390625,9403.599609375
"2025-10-21",6735.35009765625,46924.73828125,22953.669921875,9427
"2025-10-22",6699.39990234375,46590.41015625,22740.400390625,9515
"2025-10-23",6738.43994140625,46734.609375,22941.80078125,9578.599609375
"2025-10-24",6791.68994140625,47207.12109375,23204.869140625,9645.599609375
"2025-10-27",6875.16015625,47544.58984375,23637.4609375,9653.7998046875
"2025-10-28",6890.89013671875,47706.37109375,23827.490234375,9696.7001953125
"2025-10-29",6890.58984375,47632,23958.470703125,9756.099609375
"2025-10-30",6822.33984375,47522.12109375,23581.140625,9760.099609375
"2025-10-31",6840.2001953125,47562.87109375,23724.9609375,9717.2998046875
"2025-11-03",6851.97021484375,47336.6796875,23834.720703125,9701.400390625
"2025-11-04",6771.5498046875,47085.23828125,23348.640625,9715
"2025-11-05",6796.2900390625,47311,23499.80078125,9777.099609375
"2025-11-06",6720.31982421875,46912.30078125,23053.990234375,9735.7998046875
"2025-11-07",6728.7998046875,46987.1015625,23004.5390625,9682.599609375
"2025-11-10",6832.43017578125,47368.62890625,23527.169921875,9787.2001953125
"2025-11-11",6846.60986328125,47927.9609375,23468.30078125,9899.599609375
"2025-11-12",6850.919921875,48254.8203125,23406.4609375,9911.400390625
"2025-11-13",6737.490234375,47457.21875,22870.359375,9807.7001953125
"2025-11-14",6734.10986328125,47147.48046875,22900.58984375,9698.400390625
"2025-11-17",6672.41015625,46590.23828125,22708.0703125,9675.400390625
"2025-11-18",6617.31982421875,46091.73828125,22432.849609375,9552.2998046875
"2025-11-19",6642.16015625,46138.76953125,22564.23046875,9507.400390625
"2025-11-20",6538.759765625,45752.26171875,22078.05078125,9527.7001953125
"2025-11-21",6602.990234375,46245.41015625,22273.080078125,9539.7001953125
"2025-11-24",6705.1201171875,46448.26953125,22872.009765625,9534.900390625
"2025-11-25",6765.8798828125,47112.44921875,23025.58984375,9609.5
"2025-11-26",6812.60986328125,47427.12109375,23214.689453125,9691.599609375
"2025-11-27",NA,NA,NA,9693.900390625
"2025-11-28",6849.08984375,47716.421875,23365.689453125,9720.5
"2025-12-01",6812.6298828125,47289.328125,23275.919921875,9702.5
"2025-12-02",6829.3701171875,47474.4609375,23413.669921875,9701.7998046875
"2025-12-03",6849.72021484375,47882.8984375,23454.08984375,9692.099609375
"2025-12-04",6857.1201171875,47850.94140625,23505.140625,9710.900390625
"2025-12-05",6870.39990234375,47954.98828125,23578.130859375,9667
"2025-12-08",6846.509765625,47739.3203125,23545.900390625,9645.099609375
"2025-12-09",6840.509765625,47560.2890625,23576.490234375,9642
"2025-12-10",6886.68017578125,48057.75,23654.150390625,9655.5
"2025-12-11",6901,48704.01171875,23593.859375,9703.2001953125
"2025-12-12",6827.41015625,48458.05078125,23195.169921875,9649
"2025-12-15",6816.509765625,48416.55859375,23057.41015625,9751.2998046875
"2025-12-16",6800.259765625,48114.26171875,23111.4609375,9684.7998046875
"2025-12-17",6721.43017578125,47885.96875,22693.3203125,9774.2998046875
"2025-12-18",6774.759765625,47951.8515625,23006.359375,9837.7998046875
"2025-12-19",6834.5,48134.890625,23307.619140625,9897.400390625
"2025-12-22",6878.490234375,48362.6796875,23428.830078125,9866
"2025-12-23",6909.7900390625,48442.41015625,23561.83984375,9889.2001953125
"2025-12-24",6932.0498046875,48731.16015625,23613.310546875,9870.7001953125
"2025-12-26",6929.93994140625,48710.96875,23593.099609375,NA
"2025-12-29",6905.740234375,48461.9296875,23474.349609375,9866.5
"2025-12-30",6896.240234375,48367.05859375,23419.080078125,9940.7001953125
"2025-12-31",6845.5,48063.2890625,23241.990234375,9931.400390625
"2026-01-02",6858.47021484375,48382.390625,23235.630859375,9951.099609375
"2026-01-05",6902.0498046875,48977.1796875,23395.8203125,10004.599609375
"2026-01-06",6944.81982421875,49462.078125,23547.169921875,10122.7001953125
"2026-01-07",6920.93017578125,48996.078125,23584.279296875,10048.2001953125
"2026-01-08",6921.4599609375,49266.109375,23480.01953125,10044.7001953125
"2026-01-09",6966.27978515625,49504.0703125,23671.349609375,10124.599609375
"2026-01-12",6977.27001953125,49590.19921875,23733.900390625,10140.7001953125
"2026-01-13",6963.740234375,49191.98828125,23709.869140625,10137.400390625
"2026-01-14",6926.60009765625,49149.62890625,23471.75,10184.400390625
"2026-01-15",6944.47021484375,49442.44140625,23530.01953125,10238.900390625
"2026-01-16",6940.009765625,49359.328125,23515.390625,10235.2998046875
"2026-01-19",NA,NA,NA,10195.400390625
"2026-01-20",6796.85986328125,48488.58984375,22954.3203125,10126.7998046875
"2026-01-21",6875.6201171875,49077.23046875,23224.8203125,10138.099609375
"2026-01-22",6913.35009765625,49384.01171875,23436.01953125,10150.099609375
"2026-01-23",6915.60986328125,49098.7109375,23501.240234375,10143.400390625
"2026-01-26",6950.22998046875,49412.3984375,23601.359375,10148.900390625
"2026-01-27",6978.60009765625,49003.41015625,23817.099609375,10207.7998046875
"2026-01-28",6978.02978515625,49015.6015625,23857.44921875,10154.400390625
"2026-01-29",6969.009765625,49071.55859375,23685.119140625,10171.7998046875
"2026-01-30",6939.02978515625,48892.46875,23461.8203125,10223.5
"2026-02-02",6976.43994140625,49407.66015625,23592.109375,10341.599609375
"2026-02-03",6917.81005859375,49240.98828125,23255.189453125,10314.599609375
"2026-02-04",6882.72021484375,49501.30078125,22904.580078125,10402.2998046875
"2026-02-05",6798.39990234375,48908.71875,22540.58984375,10309.2001953125
"2026-02-06",6932.2998046875,50115.671875,23031.2109375,10369.7998046875
"2026-02-09",6964.81982421875,50135.87109375,23238.669921875,10386.2001953125
"2026-02-10",6941.81005859375,50188.140625,23102.470703125,10353.7998046875
"2026-02-11",6941.47021484375,50121.3984375,23066.470703125,10472.099609375
"2026-02-12",6832.759765625,49451.98046875,22597.150390625,10402.400390625
"2026-02-13",6836.169921875,49500.9296875,22546.669921875,10446.400390625
"2026-02-16",NA,NA,NA,10473.7001953125
"2026-02-17",6843.22021484375,49533.19140625,22578.380859375,10556.2001953125
"2026-02-18",6881.31005859375,49662.66015625,22753.630859375,10686.2001953125
"2026-02-19",6861.89013671875,49395.16015625,22682.73046875,10627
"2026-02-20",6909.509765625,49625.96875,22886.0703125,10686.900390625
"2026-02-23",6837.75,48804.05859375,22627.26953125,10684.7001953125
"2026-02-24",6890.06982421875,49174.5,22863.6796875,10680.599609375
"2026-02-25",6946.1298828125,49482.1484375,23152.080078125,10806.400390625
"2026-02-26",6908.85986328125,49499.19921875,22878.380859375,10846.7001953125
"2026-02-27",6878.8798828125,48977.921875,22668.2109375,10910.599609375
"2026-03-02",6881.6201171875,48904.78125,22748.859375,10780.099609375
"2026-03-03",6816.6298828125,48501.26953125,22516.689453125,10484.099609375
"2026-03-04",6869.5,48739.41015625,22807.48046875,10567.7001953125
"2026-03-05",6830.7099609375,47954.73828125,22748.990234375,10413.900390625
"2026-03-06",6740.02001953125,47501.55078125,22387.6796875,10284.7998046875
"2026-03-09",6795.990234375,47740.80078125,22695.94921875,10249.5
"2026-03-10",6781.47998046875,47706.51171875,22697.099609375,10412.2001953125
"2026-03-11",6775.7998046875,47417.26953125,22716.130859375,10353.7998046875
